CITY,Total Population,TOTAL POPULATION under 18,Total Population of 18+,%Total population 65-74,Total Civilian Non-institulionized Population,Renter Occupied Housing Units,Total Population Estimate,Average Household Size Renters,Median Rent for Occupied Housing Units,% of Owner Occupied Housing Units,Median Housing Cost,Total Male Population Estimate,Estimate of Foriegn -born Population,Estimate of ages above 25yrs with a high school degree,TOTAL POPULATION,%foriegn born,%workers taking taxi to work,Estimate of population >25 with a graduate degree,Estimate of voting age population,TOTAL POPULATION under 18,Total Population of 18+,%Total population 65-74,Estimate of ages above 25yrs with a high school degree,Total Civilian Non-institulionized Population,Per Capita Income ,Median Household Income,TOTAL CIVILIAN labor Force,% 16+ Yrs not in labor force,Percetage of Labor force with Public Health Insurance,Employed health insurance coverage ages 19-64,Percent of population Employed health insurance coverage ages 19-64,Estimate of Owner Occupied Housing Units with a Mortgage,Estimate of Owner Occupied Housing Units without a Mortgage,Total Population of 18+,%Total population 65-74,Total Population,Total Male Population Estimate,Estimate of Foriegn -born Population,Estimate of ages above 25yrs with a high school degree,%foriegn born,Estimate of population >25 with a graduate degree,Estimate of voting age population,Estimate of Male Citizen voting population ,Estimate of Total Households with comuters and Internet,"%homes using oil, Kerosene for heat energy",%homes using coal for heat energy,%homes with no heat,%homes using wood for heat energy,%homes using solar energy,%workers carpooling,% homes heating with coal,%homes heating with wood,%workers taking taxi to work,Estimate of Homes using Electric Heat,Estimate of homes using Gas
NAME,,DP05_0019E,DP05_0025E,DP05_0015PE,DP02_0070PE,DP04_0047E,DP05_0001E,DP04_0049E,DP04_0134E,DP04_0046PE,DP04_0089E,DP05_0002E,DP02_0103E,DP02_0061E,,DP02_0095PE,DP03_0021PE,DP02_0065E,DP05_0087E,DP05_0019E,DP05_0025E,DP05_0015PE,DP02_0061E,DP02_0070PE,DP03_0088E,DP03_0062E,DP03_0008PE,DP03_0007PE,DP03_0112PE,DP03_0107E,DP03_0107PE,DP04_0091E,DP04_0092E,DP05_0025E,DP05_0015PE,DP05_0001E,DP05_0002E,DP02_0103E,DP02_0061E,DP02_0095PE,DP02_0065E,DP05_0087E,DP05_0088E,DP02_0150PE,DP04_0066PE,DP04_0067E,DP04_0071PE,DP04_0068E,DP04_0069E,DP03_0020PE,DP04_0067PE,DP04_0068PE,DP03_0021PE,DP04_0065E,DP04_0063E
CATEGORY,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Political,Social,Social,Social,Social,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Political,Political,Political,Political,Political,Political,Political,Political,Political,Political,Political,Envronmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental
"Anchorage, AK Metro Area",211769.7,51807,211764,11.2,8.5,28664,263571,2.27,874,72.4,207700,129289,4518,10110,11.2,9148,0.1,33697,207192,51807,211764,11.2,10110,8.5,33233,58617,133251,38.9,55.2,13847,12.1,44902,30328,211764,11.2,263571,129289,4518,10110,9148,33697,207192,100120,0.3,5.7,0,0.8,2116,100,7.2,0,0,0.1,83805,6997
"Ann Arbor, MI Metro Area",178679,54096,178679,10.6,7.8,30546,232775,2.61,896,64.4,158000,111986,1319,13623,10.6,5755,0.4,21290,176098,54096,178679,10.6,13623,7.8,30454,53397,105409,42.6,23.8,6755,7.6,30274,24940,178679,10.6,232775,111986,1319,13623,5755,21290,176098,82472,0.1,,,,,,7.6,,,0.4,,
"Anniston-Oxford-Jacksonville, AL Metro Area",115453.2,43957,115453,9.5,4.4,15956,159410,3.66,1081,63.8,348500,78590,3061,12339,9.5,28348,0.4,11339,99252,43957,115453,9.5,12339,4.4,27597,63454,66258,45,50.9,14156,27.4,17754,10338,115453,9.5,159410,78590,3061,12339,28348,11339,99252,46968,0.2,0.2,0,1.6,3640,1352,11.9,0,0,0.4,12928,16053
"Appleton, WI Metro Area",545444.9,137739,545444,9.7,5.3,114824,683183,1.99,1157,60.8,324300,342561,25629,11157,85.7,58148,1.3,136882,515782,137739,545444,9.7,11157,5.3,43084,76731,388129,30.8,34.3,23740,6.9,120667,57428,545444,9.7,683183,342561,25629,11157,58148,136882,515782,256591,0.6,0.9,76,0.7,4347,596,4.6,0,0,1.3,60023,197909
"Arecibo, PR Metro Area",339913.2,84195,339884,10.5,7,54163,424079,2.17,1393,67.7,361000,212641,15867,11181,143.5,41485,0.3,77289,325271,84195,339884,10.5,11181,7,47218,91627,246791,29.5,30.6,14809,6.9,75314,38422,339884,10.5,424079,212641,15867,11181,41485,77289,325271,162806,0.6,29.2,133,0.8,4579,86,7.1,0.1,0.1,0.3,19209,65381
"Asheville, NC Metro Area",103381,30551,103381,6.7,9.5,23918,133932,2.31,925,53.1,206300,70818,3963,2708,6.7,9033,0.1,18513,98184,30551,103381,6.7,2708,9.5,30579,57835,65188,29.8,16.9,4902,8.8,16524,10576,103381,6.7,133932,70818,3963,2708,9033,18513,98184,51843,0.7,0,0,0.8,748,214,9.7,0,0,0.1,16640,27377
"Ashtabula, OH Micro Area",65042,16466,65039,12.9,8.5,9806,81505,1.69,664,72.5,163500,41244,718,3518,12.9,1840,1.3,8715,64134,16466,65039,12.9,3518,8.5,32503,57918,40133,39.9,77.1,4551,12.8,13797,12113,65039,12.9,81505,41244,718,3518,1840,8715,64134,31904,0,3,0,0.7,1116,0,6.7,0,0,1.3,4352,24381
"Athens, OH Micro Area",82479.4,21133,82479,9.3,5.7,12887,103612,1.95,898,68.3,225100,53464,2177,1888,9.3,5239,0.4,13920,80676,21133,82479,9.3,1888,5.7,34816,70130,60362,29.2,24.9,8215,15.7,16466,11362,82479,9.3,103612,53464,2177,1888,5239,13920,80676,40631,0.8,0.4,0,0.7,424,0,8.7,0,0,0.4,6614,28569
"Athens, TX Micro Area",97837.3,27360,97835,11.5,6.7,15631,125195,2.32,718,68.4,148000,63575,,5545,11.5,2389,1,9339,97481,27360,97835,11.5,5545,6.7,28697,51158,58643,41.9,31.5,7895,16.1,19583,14322,97835,11.5,125195,63575,,5545,2389,9339,97481,49820,0.5,2.3,0,1.4,1771,0,12.1,0,0,1,9465,32475
"Athens-Clarke County, GA Metro Area",53034.7,12142,53032,15.1,10.1,4639,65174,2.04,662,83.2,127200,33220,199,1866,15.1,1256,0.3,6436,52365,12142,53032,15.1,1866,10.1,30698,58276,30606,43.8,30.4,2746,10.2,11219,11776,53032,15.1,65174,33220,199,1866,1256,6436,52365,26744,0.2,2.7,0,0.1,2469,0,7.4,0,0,0.3,2458,14059
"Atlanta-Sandy Springs-Roswell, GA Metro Area",52204,14059,52204,11.4,9.5,7298,66263,2.07,723,72.3,108900,31746,,3612,11.4,1925,0.2,6382,50935,14059,52204,11.4,3612,9.5,25620,49401,31124,42,41.9,4342,16.7,10791,8253,52204,11.4,66263,31746,,3612,1925,6382,50935,23673,0.7,,,,,,4.4,,,0.2,,
"Auburn, NY Micro Area",51401,13890,51401,11.7,9.3,7640,65291,2.29,807,69.1,130100,34957,,2905,11.7,801,0,4424,51118,13890,51401,11.7,2905,9.3,26216,48919,27054,48.8,76.1,3252,13.9,10184,6868,51401,11.7,65291,34957,,2905,801,4424,51118,27613,,,,,,,8.3,,,0,,
"Atlantic City-Hammonton, NJ Metro Area",54654.6,11451,54652,12.7,9,8135,66103,1.96,872,70.2,184000,33779,468,1856,12.7,1358,0.8,9459,54211,11451,54652,12.7,1856,9,29737,55301,31958,42.8,50.1,3697,13.2,11708,7447,54652,12.7,66103,33779,468,1856,1358,9459,54211,27842,0.4,2.6,0,0.2,1207,0,7.8,0,0,0.8,3279,18496
"Auburn-Opelika, AL Metro Area",81086,15417,81086,12.6,null,16392,96503,2.64,392,54.8,109900,46704,null,null,12.6,null,,null,79477,15417,81086,12.6,null,null,11651,16618,34381,58.8,71.3,10011,39.1,,,81086,12.6,96503,46704,null,null,null,null,79477,37744,null,,,,,,,,,,,
"Augusta-Richmond County, GA-SC Metro Area",67102.6,19309,67099,10.7,5.5,11789,86408,2.15,676,65.2,142300,42278,,3877,10.7,,0.2,5260,66990,19309,67099,10.7,3877,5.5,28809,51173,41136,40.4,49.9,7838,22.1,13626,8461,67099,10.7,86408,42278,,3877,,5260,66990,32697,,3.6,0,0.4,1463,0,10.7,0,0,0.2,9807,18038
"Augusta-Waterville, ME Micro Area",602060.1,278296,602060,6.5,2.9,93671,880356,2.97,820,65.1,107500,433722,48060,64484,6.5,225643,0.2,71252,457845,278296,602060,6.5,64484,2.9,19123,44818,360217,42.9,9.6,20501,6.7,66659,108268,602060,6.5,880356,433722,48060,64484,225643,71252,457845,225539,0,0.1,0,1.3,0,397,9.7,0,0,0.2,242458,15008
"Austin-Round Rock, TX Metro Area",66643,16720,66631,13.1,8.4,7411,83351,2.21,719,77.5,129400,41387,563,2655,354.1,1426,0.1,8036,65926,16720,66631,13.1,2655,8.4,31247,55593,35856,47.3,40.9,4259,14.2,12296,13189,66631,13.1,83351,41387,563,2655,1426,8036,65926,32275,0.7,12,341,0.5,2553,17,9.7,1,1,0.1,4127,15596
"Bakersfield, CA Metro Area",177799.8,45935,177799,13.7,8.7,28806,223734,2.24,1146,68.3,368700,109121,2378,8395,217.7,15390,0.5,33376,171345,45935,177799,13.7,8395,8.7,33150,64249,102617,43.7,46.8,16602,19.6,37556,24455,177799,13.7,223734,109121,2378,8395,15390,33376,171345,82314,0.5,0.8,204,0.4,4441,181,9.5,0.2,0.2,0.5,47786,34177
"Baltimore-Columbia-Towson, MD Metro Area",1007035.1,329403,1007035,9.6,6.6,201014,1336438,2.47,1028,61.4,212800,639767,30668,59358,9.6,75470,0.2,169981,966300,329403,1007035,9.6,59358,6.6,32778,55840,661932,36.3,29.5,51890,9.3,204768,114527,1007035,9.6,1336438,639767,30668,59358,75470,169981,966300,451666,0.2,0.1,0,0.4,2304,168,7.8,0,0,0.2,258003,239329
"Bangor, ME Metro Area",203211.1,83250,203211,7.1,4.7,41674,286461,3.33,1160,51,345700,145221,10663,17822,7.1,73149,0.5,16472,160364,83250,203211,7.1,17822,4.7,23118,53992,122480,42.6,45.2,24437,25,27448,15845,203211,7.1,286461,145221,10663,17822,73149,16472,160364,78846,0.1,0.1,0,0.8,453,2000,10,0,0,0.5,27332,50914
"Barnstable Town, MA Metro Area",74104,22725,74104,11.2,8.4,12293,96829,2.56,791,67.5,107200,47547,,7383,11.2,1538,0,8215,73821,22725,74104,11.2,7383,8.4,22823,41461,40872,45.3,30.7,5031,14.9,9791,15714,74104,11.2,96829,47547,,7383,1538,8215,73821,35103,,0,0,1.6,389,599,8.2,0,0,0,24269,8172
"Baton Rouge, LA Metro Area",4865979.1,1225768,4865979,10.3,3.5,908385,6091747,2.5,1519,60.6,362500,2982325,795900,282722,328.3,2525351,2,936087,4011573,1225768,4865979,10.3,282722,3.5,36965,63814,3160923,36.8,19.5,200642,7.4,801225,597029,4865979,10.3,6091747,2982325,795900,282722,2525351,936087,4011573,1922661,0.2,0.1,318,5,294,4041,8.9,0,0,2,2097888,73220
"Battle Creek, MI Metro Area",88270,24120,88270,11.2,7.8,11418,112390,2.37,888,73.7,168200,58622,,5764,11.2,2483,0.1,10586,87277,24120,88270,11.2,5764,7.8,30504,63714,50659,44.7,24.4,4725,11.1,20230,11797,88270,11.2,112390,58622,,5764,2483,10586,87277,45577,0.9,0,0,0.6,379,0,6.2,0,0,0.1,4334,35729
"Bellingham, WA Metro Area",66007.5,17450,66007,10.9,7.7,8737,83457,2.02,941,75.4,172600,41793,974,2158,10.9,3078,1.2,13914,64830,17450,66007,10.9,2158,7.7,38839,67707,39919,41.4,47.7,5352,15.1,14296,12420,66007,10.9,83457,41793,974,2158,3078,13914,64830,31846,0.4,0.5,0,0.1,1227,22,4.5,0,0,1.2,5452,22479
"Bend-Redmond, OR Metro Area",123465,48766,123465,6.6,4.9,19951,172231,1.94,1018,70.7,275900,86317,8167,7558,6.6,23455,0.2,25490,112013,48766,123465,6.6,7558,4.9,41581,80478,94441,27.1,12.6,4984,6,27705,20386,123465,6.6,172231,86317,8167,7558,23455,25490,112013,54723,,,,,,,11.1,,,0.2,,
"Billings, MT Metro Area",1208924.7,357563,1208924,10.1,5.3,253729,1566487,2.07,977,60.9,266200,768836,33293,51678,214.1,116615,1.7,272652,1155976,357563,1208924,10.1,51678,5.3,39652,68449,818206,34.4,48.3,76400,10.7,257730,137844,1208924,10.1,1566487,768836,33293,51678,116615,272652,1155976,558394,0.4,0.7,204,0.7,2641,244,6.1,0,0,1.7,128649,491039
"Binghamton, NY Metro Area",2829421.4,861091,2829421,9.3,5.5,411459,3690512,2.08,1246,71.7,330400,1840679,134989,73143,232.3,399809,1.7,741029,2690698,861091,2829421,9.3,73143,5.5,45510,87433,2070928,29.2,42,194307,10.8,717003,324938,2829421,9.3,3690512,1840679,134989,73143,399809,741029,2690698,1332767,0.4,0.4,223,0.9,8152,724,6.7,0,0,1.7,268431,1079695
"Birmingham-Hoover, AL Metro Area",58834.1,18345,58833,8.3,10.9,12182,77178,1.98,1010,62.2,230000,40830,1490,1369,8.3,2361,0.1,10892,57728,18345,58833,8.3,1369,10.9,35080,70598,36289,30.7,19.9,1843,5.9,11544,8469,58833,8.3,77178,40830,1490,1369,2361,10892,57728,30500,0.4,1.1,0,0.3,204,0,10.4,0,0,0.1,11389,16714
"Bismarck, ND Metro Area",97547.7,21986,97547,10.6,8.7,22094,119533,1.96,1034,57.5,405300,60507,1526,1693,10.6,3477,0.4,21764,96075,21986,97547,10.6,1693,8.7,43316,66803,69021,30.5,23.6,7882,13.1,19613,10250,97547,10.6,119533,60507,1526,1693,3477,21764,96075,47876,0.9,0.7,0,0.5,1901,0,8.9,0,0,0.4,17686,27096
"Blacksburg-Christiansburg-Radford, VA Metro Area",330020.2,100694,330020,10.3,8.2,59144,430714,2.34,923,65,159100,207434,5330,22905,10.3,13913,0.2,38093,323783,100694,330020,10.3,22905,8.2,27518,49691,197567,42,14.1,11834,7.1,64805,45028,330020,10.3,430714,207434,5330,22905,13913,38093,323783,152354,0.6,0.2,0,0.4,531,66,6.6,0,0,0.2,104743,59987
"Bay City, MI Metro Area",404065.1,148934,404065,8.3,4.3,66949,552999,3.12,1358,61.6,397200,276980,22245,34999,8.3,120574,1,46077,343527,148934,404065,8.3,34999,4.3,30721,73982,261645,37.8,47.5,39439,17.9,70360,36900,404065,8.3,552999,276980,22245,34999,120574,46077,343527,167866,0.3,0.1,0,1,1806,1496,11,0,0,1,49617,114334
"Beaumont-Port Arthur, TX Metro Area",157645.2,47239,157645,11.2,7.2,28420,204884,2.32,794,64.6,160300,99718,1235,13864,11.2,2991,0.3,20793,156142,47239,157645,11.2,13864,7.2,25442,45001,93148,43.1,70.9,16809,22,24766,27148,157645,11.2,204884,99718,1235,13864,2991,20793,156142,73494,0.4,0.2,0,0.4,617,68,8,0,0,0.3,54318,23285
"Beaver Dam, WI Micro Area",122471.4,32803,122471,12.5,6.5,11445,155274,1.85,893,81.4,205100,77365,815,7099,12.5,3264,0.2,15478,121217,32803,122471,12.5,7099,6.5,33767,65512,72823,42.1,50.8,6342,10,30684,19445,122471,12.5,155274,77365,815,7099,3264,15478,121217,59805,0.4,0.4,0,0.3,452,0,5.7,0,0,0.2,5646,49756
"Beckley, WV Metro Area",297020.1,89794,297020,9.9,9.5,52716,386814,2.34,944,65.1,160000,183676,7902,22758,69.9,16073,0.1,44882,287631,89794,297020,9.9,22758,9.5,29315,52677,177434,40.6,25.4,9967,6.6,59272,39008,297020,9.9,386814,183676,7902,22758,16073,44882,287631,133855,0.2,0.1,60,0.5,650,0,6.5,0,0,0.1,86575,54831
"Bloomington, IL Metro Area",57157.6,11384,57157,16.7,11.4,7213,68541,1.84,871,76.4,266300,34287,632,3133,16.7,2625,0.1,9864,56182,11384,57157,16.7,3133,11.4,35660,62907,31492,44.7,38.9,2753,10.6,12824,10552,57157,16.7,68541,34287,632,3133,2625,9864,56182,27334,0.4,0.6,0,0.6,248,0,7.5,0,0,0.1,26780,998
"Bloomington, IN Metro Area",115857.8,24891,115854,9.7,5.9,19937,140745,2.22,842,64.4,209500,73097,3013,4575,228.7,5100,0.4,17772,113018,24891,115854,9.7,4575,5.9,34352,58274,69647,41.1,29.4,7163,11.6,19667,16416,115854,9.7,140745,73097,3013,4575,5100,17772,113018,57839,0.9,3.8,219,0.5,3081,0,9,0.4,0.4,0.4,21193,25011
"Bloomsburg-Berwick, PA Metro Area",112431.2,31424,112431,11.5,7.9,16101,143855,2.49,759,70.1,168500,71511,1887,10335,11.5,6155,0.1,11790,108764,31424,112431,11.5,10335,7.9,25041,43213,63395,45.1,34.6,7930,14.4,20127,17697,112431,11.5,143855,71511,1887,10335,6155,11790,108764,52903,,0.2,0,0.3,1004,0,8.4,0,0,0.1,44443,7159
"Bluefield, WV-VA Micro Area",71622,28675,71622,8.1,5.5,13816,100297,2.83,991,61.2,274700,51169,2730,3748,8.1,17118,0,7827,60342,28675,71622,8.1,3748,5.5,29979,62227,47238,37.4,46,7781,18.5,12554,9202,71622,8.1,100297,51169,2730,3748,17118,7827,60342,30252,0.2,,,,,,9.6,,,0,,
"Boise City, ID Metro Area",56092,15071,56081,12.7,5.9,7895,71152,2.24,677,74,152000,34813,,4426,12.7,4172,,6460,52934,15071,56081,12.7,4426,5.9,33090,51950,32965,43.4,19.6,1887,6.6,10784,11638,56081,12.7,71152,34813,,4426,4172,6460,52934,25333,,11,0,0.9,1079,0,,0,0,,22118,1048
"Boston-Cambridge-Newton, MA-NH Metro Area",102868.2,27829,102867,13.2,10.8,15001,130696,2.26,1146,71.1,471500,65696,2108,4490,13.2,12476,0.3,16437,96535,27829,102867,13.2,4490,10.8,38352,72648,58983,43.7,56.2,7087,14.4,22851,14119,102867,13.2,130696,65696,2108,4490,12476,16437,96535,48248,1.1,1.2,0,0.4,3337,164,6,0,0,0.3,21149,20950
"Boulder, CO Metro Area",91415,20456,91415,10,5.2,15479,111871,2.04,753,66.3,113000,53866,,4955,10,1480,1.1,10747,90629,20456,91415,10,4955,5.2,26640,50497,54631,41.5,37.1,7249,16.1,17263,13235,91415,10,111871,53866,,4955,1480,10747,90629,43106,0.4,,,,,,9.7,,,1.1,,
"Bowling Green, KY Metro Area",136288.5,40223,136288,11.7,8,16806,176511,2.47,869,75.2,165500,87190,455,7234,11.7,2444,0,16215,135398,40223,136288,11.7,7234,8,27278,55462,79914,43.1,58.6,9849,14.6,29712,21189,136288,11.7,176511,87190,455,7234,2444,16215,135398,66802,0.4,0.5,0,0.6,1170,0,9.1,0,0,0,5314,54546
"Bozeman, MT Micro Area",49954,16192,49954,10,6.3,8196,66146,2.36,719,68.4,120300,32333,,4383,10,2220,1.2,6436,48762,16192,49954,10,4383,6.3,23462,43437,28660,44.5,51.8,3395,14.1,8702,9067,49954,10,66146,32333,,4383,2220,6436,48762,23470,,,,,,,8.6,,,1.2,,
"Brainerd, MN Micro Area",426440.1,83354,426440,18.9,10.6,48063,509794,2.41,1065,77.2,242800,245756,6631,20961,18.9,25132,0.5,70908,415787,83354,426440,18.9,20961,10.6,33783,59073,224075,48.5,19.2,23218,12.5,91531,71078,426440,18.9,509794,245756,6631,20961,25132,70908,415787,196828,0.5,0.1,0,1.3,661,222,7.8,0,0,0.5,181456,16480
"Branson, MO Micro Area",109413.1,26794,109413,11.7,4.9,15931,136207,2.74,1862,68.1,749700,68202,5416,5507,11.7,31322,0.7,23716,97013,26794,109413,11.7,5507,4.9,49981,97213,72423,36.1,23,7074,11.5,21559,12489,109413,11.7,136207,68202,5416,5507,31322,23716,97013,47225,0.4,0.1,0,0.5,1001,722,8.7,0,0,0.7,12329,33016
"Bremerton-Silverdale, WA Metro Area",322245.2,63735,322245,16.2,6.4,44378,385980,2.61,1503,72.9,416200,191063,30471,13573,16.2,96312,0.1,68961,282980,63735,322245,16.2,13573,6.4,52622,74215,170120,48.4,16.1,10555,7.7,56729,62836,322245,16.2,385980,191063,30471,13573,96312,68961,282980,138942,0.3,0.2,0,3,42,139,11.9,0,0,0.1,150568,6495
"Bridgeport-Stamford-Norwalk, CT Metro Area",1557195.2,456311,1557195,8.9,5.8,263027,2013506,2.24,1260,66.9,344900,989042,73579,67484,275.9,171125,0.6,357851,1472661,456311,1557195,8.9,67484,5.8,40730,72725,1085384,32.5,23.1,68250,7.1,356926,174420,1557195,8.9,2013506,989042,73579,67484,171125,357851,1472661,709043,0.6,0.2,267,0.6,2983,57,7.2,0,0,0.6,494911,267418
"Brownsville-Harlingen, TX Metro Area",96597.5,23911,96597,13.1,13.5,16233,120508,2.17,999,68.2,185200,60235,1038,4532,13.1,3914,0.1,13861,94790,23911,96597,13.1,4532,13.5,31112,55390,51385,42,21.7,5921,13.7,19869,14919,96597,13.1,120508,60235,1038,4532,3914,13861,94790,47494,0.5,0.5,0,0.6,386,0,9,0,0,0.1,38481,6144
"Brunswick, GA Metro Area",68605.6,16902,68595,13.3,9,9202,85497,1.85,668,74.6,141800,41579,,3375,348.3,1503,0.3,8048,68020,16902,68595,13.3,3375,9,31395,59536,42031,40.5,46.2,5175,15,13662,13422,68595,13.3,85497,41579,,3375,1503,8048,68020,32740,0.9,10.6,335,0.3,799,27,6.3,0.9,0.9,0.3,8696,20858
"Cape Girardeau, MO-IL Metro Area",691738,171996,691704,10.7,4.9,134053,863700,2.1,1235,61.6,282200,418954,36792,28466,254.7,127669,2.3,126343,640030,171996,691704,10.7,28466,4.9,42338,75295,465315,34.7,57.7,57916,15,136112,78924,691704,10.7,863700,418954,36792,28466,127669,126343,640030,304467,0.2,34,244,0.8,3345,726,8.6,0.1,0.1,2.3,71067,134568
"Carbondale-Marion, IL Metro Area",982134.1,279592,982134,10.9,5.9,176884,1261726,2.29,1069,65.2,236100,608733,37702,68735,10.9,98970,1.4,181220,935873,279592,982134,10.9,68735,5.9,34354,56837,617406,38.5,52.4,86585,16.8,190237,140871,982134,10.9,1261726,608733,37702,68735,98970,181220,935873,442914,0.2,0.1,0,0.4,60,464,8.5,0,0,1.4,305405,193257
"Carson City, NV Metro Area",71408.6,21096,71404,11.9,6.5,12760,92500,2.04,793,67,158800,46188,,3228,11.9,,0,7316,71045,21096,71404,11.9,3228,6.5,29991,58060,44124,40.6,53.7,4975,12.9,14332,11592,71404,11.9,92500,46188,,3228,,7316,71045,34488,1.8,4.6,0,0,1027,0,6.2,0,0,0,8725,24218
"Casper, WY Metro Area",15544778.4,4223694,15544764,9.7,2.8,3487421,19768458,2.42,1600,52.5,533700,9634926,1547898,769530,3348.7,5818266,19,3459076,13380344,4223694,15544764,9.7,769530,2.8,47364,84409,10329674,35.5,45.5,1197599,14,2362779,1497500,15544764,9.7,19768458,9634926,1547898,769530,5818266,3459076,13380344,6385975,0.2,14.4,3339,1.9,13924,10314,6,0,0,19,1070266,4757170
"Cedar Rapids, IA Metro Area",120109.8,32994,120107,12.8,6.3,18278,153101,2.14,831,72.2,194100,74817,2116,5539,12.8,8170,0.3,21791,116364,32994,120107,12.8,5539,6.3,37518,57535,74537,39.9,54.8,7825,12.5,26991,20495,120107,12.8,153101,74817,2116,5539,8170,21791,116364,56723,0.5,2.8,0,0.9,974,0,6.3,0,0,0.3,14469,41124
"Centralia, WA Micro Area",724417,135343,724417,17.5,9,88974,859760,2.36,1362,75.8,326200,415719,25451,28560,17.5,105745,0.4,151491,689764,135343,724417,17.5,28560,9,43615,70095,388974,47.5,14.2,23877,7.4,139034,139530,724417,17.5,859760,415719,25451,28560,105745,151491,689764,326494,0.6,0,0,1.7,137,460,8.5,0,0,0.4,333286,25521
"Chambersburg-Waynesboro, PA Metro Area",52621,13194,52612,13.3,6.8,8690,65806,2.39,641,67.5,150700,32759,,7286,13.3,2161,,6700,50964,13194,52612,13.3,7286,6.8,24701,43933,28028,48,43.4,1815,8.2,9157,8923,52612,13.3,65806,32759,,7286,2161,6700,50964,24660,,9,0,0.5,1544,0,,0,0,,18772,842
"Waco, TX Metro Area",217438.2,51416,217389,11.5,8.1,36547,268805,2.04,1202,67.1,289400,133949,4404,8349,95.5,21076,0.9,37975,210400,51416,217389,11.5,8349,8.1,42460,78828,135474,36.2,36.3,19634,16.7,46011,28392,217389,11.5,268805,133949,4404,8349,21076,37975,210400,105416,0.4,49.2,84,0.6,3515,472,5.6,0.1,0.1,0.9,22772,18218
"Walla Walla, WA Metro Area",72111,15322,72110,15.6,15.6,7342,87432,2.25,1398,79.6,470400,43995,1981,1998,15.6,6998,0.8,15169,69605,15322,72110,15.6,1998,15.6,41577,76505,33239,43.7,37.2,3509,13,16892,11742,72110,15.6,87432,43995,1981,1998,6998,15169,69605,35229,0.5,1,0,0.8,1793,197,8.4,0,0,0.8,19230,6095
"Warner Robins, GA Metro Area",314212.1,71703,314212,15.7,11,33821,385915,2.58,1072,78.5,193300,186139,8257,20701,15.7,36492,0,42351,302256,71703,314212,15.7,20701,11,30154,55161,159100,50.8,26.4,16106,11.9,64854,58673,314212,15.7,385915,186139,8257,20701,36492,42351,302256,144439,0.5,0.1,0,1.8,73,462,11.1,0,0,0,136844,14532
"Warsaw, IN Micro Area",79489.9,16174,79487,16.4,6.9,10697,95661,1.71,971,78.1,365100,46678,1057,2156,16.4,4752,0.4,18718,78213,16174,79487,16.4,2156,6.9,53482,78657,45331,43.4,25.7,2961,8.1,22859,15304,79487,16.4,95661,46678,1057,2156,4752,18718,78213,38134,0.8,2.9,0,1.9,0,14,9.6,0,0,0.4,10324,32963
"Wichita Falls, TX Metro Area",111685,49406,111685,6.1,5.4,21024,161091,2.15,1069,67.2,176500,83566,14778,10319,6.1,34321,0.7,10659,96448,49406,111685,6.1,10319,5.4,27757,57473,78212,33.6,9.2,4641,7,22197,20948,111685,6.1,161091,83566,14778,10319,34321,10659,96448,50999,,,,,,,14.8,,,0.7,,
"Williamsport, PA Metro Area",499871,208672,499871,7,6.9,57257,708543,2.51,1123,75.1,395400,360251,10684,16373,7,37995,0.9,95612,483105,208672,499871,7,16373,6.9,36056,81364,357406,30.9,27.6,21222,6.7,122483,50616,499871,7,708543,360251,10684,16373,37995,95612,483105,242786,1.7,0,0,0.5,463,692,8.3,0,0,0.9,30495,193107
"Wilmington, NC Metro Area",86454.5,21623,86428,11.3,7.8,12336,108051,1.94,757,70.8,99000,56014,979,5242,173.3,3410,0,9144,85000,21623,86428,11.3,5242,7.8,28022,55775,46376,47.7,58.2,7112,17.9,13978,15984,86428,11.3,108051,56014,979,5242,3410,9144,85000,43990,0.4,26.5,162,0.7,4675,51,7.7,0.4,0.4,0,5109,13984
"Wilson, NC Micro Area",1092127.1,349520,1092127,9.2,7.9,204175,1441647,2.29,929,63.9,190800,711253,32967,62488,96.2,110304,0.2,202082,1030553,349520,1092127,9.2,62488,7.9,32703,61815,725968,35.1,27,56531,9,214258,146876,1092127,9.2,1441647,711253,32967,62488,110304,202082,1030553,501528,0.6,0.1,87,0.3,3138,0,8.2,0,0,0.2,217233,317319
"Watertown-Fort Atkinson, WI Micro Area",60041.2,16390,60036,12.6,9.8,7727,76426,1.98,680,76.3,96500,38376,160,3656,526.6,849,0,6963,59807,16390,60036,12.6,3656,9.8,28646,55153,34269,44.3,52.9,5823,19.8,10363,14472,60036,12.6,76426,38376,160,3656,849,6963,59807,29908,0.7,5.2,514,0.2,2645,0,5.9,1.6,1.6,0,4960,17158
"Watertown-Fort Drum, NY Metro Area",235012.4,62965,235012,11.3,13.6,39358,297977,2.2,1474,66.4,412800,145768,5975,6433,11.3,25341,0.9,51576,224633,62965,235012,11.3,6433,13.6,40500,81659,140395,39.3,43,19499,16.2,51337,26491,235012,11.3,297977,145768,5975,6433,25341,51576,224633,110476,1,0.4,0,0.3,4479,171,8.9,0,0,0.9,68866,37323
