CITY,Total Population,TOTAL POPULATION under 18,Total Population of 18+,%Total population 65-74,Total Civilian Non-institulionized Population,Renter Occupied Housing Units,Total Population Estimate,Average Household Size Renters,Median Rent for Occupied Housing Units,% of Owner Occupied Housing Units,Median Housing Cost,Total Male Population Estimate,Estimate of Foriegn -born Population,Estimate of ages above 25yrs with a high school degree,TOTAL POPULATION,%foriegn born,%workers taking taxi to work,Estimate of population >25 with a graduate degree,Estimate of voting age population,TOTAL POPULATION under 18,Total Population of 18+,%Total population 65-74,Estimate of ages above 25yrs with a high school degree,Total Civilian Non-institulionized Population,Per Capita Income ,Median Household Income,TOTAL CIVILIAN labor Force,% 16+ Yrs not in labor force,Percetage of Labor force with Public Health Insurance,Employed health insurance coverage ages 19-64,Percent of population Employed health insurance coverage ages 19-64,Estimate of Owner Occupied Housing Units with a Mortgage,Estimate of Owner Occupied Housing Units without a Mortgage,Total Population of 18+,%Total population 65-74,Total Population,Total Male Population Estimate,Estimate of Foriegn -born Population,Estimate of ages above 25yrs with a high school degree,%foriegn born,Estimate of population >25 with a graduate degree,Estimate of voting age population,Estimate of Male Citizen voting population ,Estimate of Total Households with comuters and Internet,"%homes using oil, Kerosene for heat energy",%homes using coal for heat energy,%homes with no heat,%homes using wood for heat energy,%homes using solar energy,%workers carpooling,% homes heating with coal,%homes heating with wood,%workers taking taxi to work,Estimate of Homes using Electric Heat,Estimate of homes using Gas
NAME,,DP05_0019E,DP05_0025E,DP05_0015PE,DP02_0070PE,DP04_0047E,DP05_0001E,DP04_0049E,DP04_0134E,DP04_0046PE,DP04_0089E,DP05_0002E,DP02_0103E,DP02_0061E,,DP02_0095PE,DP03_0021PE,DP02_0065E,DP05_0087E,DP05_0019E,DP05_0025E,DP05_0015PE,DP02_0061E,DP02_0070PE,DP03_0088E,DP03_0062E,DP03_0008PE,DP03_0007PE,DP03_0112PE,DP03_0107E,DP03_0107PE,DP04_0091E,DP04_0092E,DP05_0025E,DP05_0015PE,DP05_0001E,DP05_0002E,DP02_0103E,DP02_0061E,DP02_0095PE,DP02_0065E,DP05_0087E,DP05_0088E,DP02_0150PE,DP04_0066PE,DP04_0067E,DP04_0071PE,DP04_0068E,DP04_0069E,DP03_0020PE,DP04_0067PE,DP04_0068PE,DP03_0021PE,DP04_0065E,DP04_0063E
CATEGORY,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Social,Political,Social,Social,Social,Social,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Economic,Political,Political,Political,Political,Political,Political,Political,Political,Political,Political,Political,Envronmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental,Environmental
"Wausau, WI Metro Area",727541.2,244654,727541,9.1,8.6,127920,972195,2.1,1007,66.8,231100,484096,30998,23410,76.1,73608,0.5,158665,690675,244654,727541,9.1,23410,8.6,39782,73720,518327,30.5,36.8,36536,8.1,176449,81118,727541,9.1,972195,484096,30998,23410,73608,158665,690675,339939,0.5,0.2,67,0.3,1558,24,7,0,0,0.5,98659,264140
"Weirton-Steubenville, WV-OH Metro Area",60212,21859,60212,10.8,6,12064,82071,2.67,648,62.5,130700,40506,,5968,10.8,2584,0.1,6066,58705,21859,60212,10.8,5968,6,23872,38599,34980,44.4,64.4,8204,29.5,,,60212,10.8,82071,40506,,5968,2584,6066,58705,27976,,,,,,,12.7,,,0.1,,
"Wenatchee, WA Metro Area",64810,18152,64810,12.6,6.4,11664,82962,2.35,719,63.6,93100,38186,521,8123,12.6,1338,0,6552,64696,18152,64810,12.6,8123,6.4,22934,34685,34741,47.5,11.8,2868,9.8,6901,13452,64810,12.6,82962,38186,521,8123,1338,6552,64696,29674,,,,,,,9.7,,,0,,
"Wheeling, WV-OH Metro Area",2112603.1,579322,2112603,9.3,6.8,363748,2691925,2.5,1420,63.3,303300,1325614,213384,89463,93.3,540311,0.8,424865,1893507,579322,2112603,9.3,89463,6.8,33928,64936,1389517,36.3,26.4,91159,7.5,413860,212892,2112603,9.3,2691925,1325614,213384,89463,540311,424865,1893507,916843,0.3,0.1,84,1.6,772,9741,8.3,0,0,0.8,905386,50558
"Whitewater-Elkhorn, WI Micro Area",136856.6,34767,136856,10.1,7.4,25054,171623,1.99,807,65.6,186800,87961,2182,4657,10.1,6399,1,24150,134474,34767,136856,10.1,4657,7.4,33730,64095,94416,33.1,66.3,7101,8.4,30418,17322,136856,10.1,171623,87961,2182,4657,6399,24150,134474,68076,0.4,0.6,0,1.1,516,46,6.4,0,0,1,13857,52779
"Wichita, KS Metro Area",116547.5,30618,116547,11.8,8.1,17026,147165,2.08,728,72.2,139100,75174,1424,6807,11.8,4751,0.3,14022,114178,30618,116547,11.8,6807,8.1,34363,63157,74311,38.5,41,7304,11.9,24881,19358,116547,11.8,147165,75174,1424,6807,4751,14022,114178,57803,0.4,0.5,0,0.1,455,30,7.5,0,0,0.3,9004,45119
"Winchester, VA-WV Metro Area",93899,28797,93899,10.5,7,12146,122696,2.1,732,75,160700,60062,2520,4220,10.5,4026,0.1,14549,91784,28797,93899,10.5,4220,7,31951,60189,57896,40.4,27.7,7237,14.6,20688,15740,93899,10.5,122696,60062,2520,4220,4026,14549,91784,44842,,0,0,0.5,367,53,8.7,0,0,0.1,17624,27488
"Winston-Salem, NC Metro Area",653342,186442,653342,9.9,5.5,97191,839784,2.94,2032,65.2,691000,418376,30988,36829,196.9,183002,0.6,123885,571508,186442,653342,9.9,36829,5.5,42913,96454,434313,35.4,38.8,43475,11.8,125278,56699,653342,9.9,839784,418376,30988,36829,183002,123885,571508,280591,0.4,0,187,3.6,983,1646,8.8,0.1,0.1,0.6,58254,203359
"Wisconsin Rapids-Marshfield, WI Micro Area",77224,22274,77224,11.9,6.8,9670,99498,2.27,797,74.6,159500,47947,769,4057,11.9,1895,1,11487,76592,22274,77224,11.9,4057,6.8,31699,61870,42461,46.2,70.5,6627,17.6,13660,14688,77224,11.9,99498,47947,769,4057,1895,11487,76592,35413,0.3,,,,,,7.4,,,1,,
"Wooster, OH Micro Area",58338,15829,58338,15.1,10.9,8418,74167,2.55,784,71.7,114200,36347,,9924,15.1,3370,,3788,56031,15829,58338,15.1,9924,10.9,21147,33370,25161,57.9,23,2278,11.5,,,58338,15.1,74167,36347,,9924,3370,3788,56031,26445,0.5,,,,,,,,,,,
"Worcester, MA-CT Metro Area",504312,112316,504312,13.8,14,58833,616628,2.29,1197,76.9,269500,303641,15846,19464,13.8,59749,0.8,90904,486055,112316,504312,13.8,19464,14,38066,65333,290185,43.7,18.4,22095,8.9,110120,85361,504312,13.8,616628,303641,15846,19464,59749,90904,486055,237003,0.8,0,0,1.4,103,1015,5.6,0,0,0.8,225067,21526
"Yakima, WA Metro Area",142037,37131,142037,11,12.4,29149,179168,2.13,1244,63.3,243200,90040,7724,8581,11,15915,0.1,24092,135381,37131,142037,11,8581,12.4,33654,60557,91116,36.6,33.2,8341,10.5,26935,23448,142037,11,179168,90040,7724,8581,15915,24092,135381,67009,0.3,0,0,0.6,187,1020,9.5,0,0,0.1,70692,6697
"York-Hanover, PA Metro Area",69607.2,18574,69607,12.2,9.7,7575,88181,2.03,709,79.9,139700,43024,,3805,12.2,774,0.5,9509,69246,18574,69607,12.2,3805,9.7,32996,54284,41128,42.9,33.6,5715,16.1,16025,14056,69607,12.2,88181,43024,,3805,774,9509,69246,33308,0.6,0.2,0,0.1,774,52,8.2,0,0,0.5,7021,28214
"Youngstown-Warren-Boardman, OH-PA Metro Area",405862.1,110526,405862,10.6,16.3,60849,516388,2.22,1118,69.4,242900,261799,8495,20927,10.6,27242,0.1,69557,396496,110526,405862,10.6,20927,16.3,33416,64877,237636,39.3,27.5,24020,11.7,83003,54850,405862,10.6,516388,261799,8495,20927,27242,69557,396496,198989,0.7,0.1,0,0.7,1871,922,8.3,0,0,0.1,160027,32005
"Yuba City, CA Metro Area",306850.2,91623,306850,11,7.3,45016,398473,2.16,812,73.7,141700,197261,8191,14877,11,18756,0.3,56006,299601,91623,306850,11,14877,7.3,34194,59760,192751,38.9,58.7,20352,12.4,73824,52227,306850,11,398473,197261,8191,14877,18756,56006,299601,145740,0.6,0.2,0,0.6,1086,124,7.7,0,0,0.3,32454,122857
"Yuma, AZ Metro Area",4889563.8,1339048,4889553,10.1,4.9,799838,6228601,2.15,1258,67.3,300300,3031280,239633,214179,1916.1,704797,4.7,1069039,4614886,1339048,4889553,10.1,214179,4.9,43463,80007,3286687,34.6,41.9,278112,10.1,1063162,579868,4889553,10.1,6228601,3031280,239633,214179,704797,1069039,4614886,2208492,0.6,10.8,1906,0.7,10328,4048,6.2,0.1,0.1,4.7,606115,1427449
"Zanesville, OH Micro Area",3810173.1,1135972,3810173,9.6,7.1,612589,4946145,2.47,1384,67.1,374100,2467220,158149,197731,420.6,664841,0.9,722528,3473294,1135972,3810173,9.6,197731,7.1,38713,75731,2496782,36.4,42,242554,11.2,850239,400367,3810173,9.6,4946145,2467220,158149,197731,664841,722528,3473294,1717086,0.5,0.1,411,0.9,3348,21070,8.7,0,0,0.9,1271885,520510
"Charleston-North Charleston, SC Metro Area",68600,18147,68600,11.9,6.1,10298,86747,2.67,776,65.8,115200,45258,,4767,11.9,2556,,9079,67681,18147,68600,11.9,4767,6.1,23457,46826,34169,51.8,35.2,4810,17,8774,11020,68600,11.9,86747,45258,,4767,2556,9079,67681,35254,,,,,,,,,,,,
"Champaign-Urbana, IL Metro Area",80752.9,22012,80751,13.5,12.3,11408,102763,2.15,1022,73.8,300000,49599,1129,3655,13.5,4790,0.1,16385,78787,22012,80751,13.5,3655,12.3,41592,67160,44221,41.8,20.1,4018,10.7,19146,13000,80751,13.5,102763,49599,1129,3655,4790,16385,78787,37474,0.4,1.9,0,0.2,450,107,7,0,0,0.1,34784,2671
"Charleston, WV Metro Area",1908504.8,445039,1908499,12.5,6.4,292819,2353538,1.85,895,71.5,190000,1157349,41178,63471,1497.5,96060,2.4,389763,1867683,445039,1908499,12.5,63471,6.4,40538,66609,1225262,37.5,41.3,100248,9.7,418725,314154,1908499,12.5,2353538,1157349,41178,63471,96060,389763,1867683,905700,1,5.8,1485,0.5,9990,48,6.2,0.1,0.1,2.4,165109,753992
"Charlotte-Concord-Gastonia, NC-SC Metro Area",107831.8,20856,107801,14.3,6,17264,128657,1.8,948,70.1,260000,61990,1801,4758,304.3,7596,3.1,20028,105243,20856,107801,14.3,4758,6,43115,60749,68042,38.2,46.9,10825,19.4,24703,15798,107801,14.3,128657,61990,1801,4758,7596,20028,105243,50548,0.4,30.8,290,0,1947,112,8.5,0.5,0.5,3.1,5308,25140
"Charlottesville, VA Metro Area",65240.2,14396,65200,11.1,8.4,9463,79596,1.83,872,72.1,148300,41457,784,5940,11.1,2553,0.3,8223,63744,14396,65200,11.1,5940,8.4,30641,60285,37768,43.7,36.2,4325,13.2,13647,10750,65200,11.1,79596,41457,784,5940,2553,8223,63744,33201,0.5,40.2,0,0.6,1660,0,6.9,0,0,0.3,9748,4731
"Chattanooga, TN-GA Metro Area",71762.8,25883,71762,9.3,7,11127,97645,2.33,735,69.5,250400,49417,1850,2817,29.3,3772,0.8,12555,69835,25883,71762,9.3,2817,7,29009,60475,44960,39.9,24.9,7027,17.5,15688,9623,71762,9.3,97645,49417,1850,2817,3772,12555,69835,34322,2,0.8,20,0,722,76,7,0.1,0.1,0.8,12854,19560
"Cheyenne, WY Metro Area",179645,39365,179645,11.9,null,20152,219010,2.72,480,73.3,97000,105096,null,null,11.9,null,0.1,null,178396,39365,179645,11.9,null,null,11739,19006,78271,57.2,75.4,22876,37.8,16241,38952,179645,11.9,219010,105096,null,null,null,null,178396,84582,null,,,,,,3.8,,,0.1,,
"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",64837.5,13372,64837,19.6,13.6,8482,78209,2.24,960,75.6,365100,38518,886,1934,19.6,3507,1,9240,63505,13372,64837,19.6,1934,13.6,36678,62695,32256,50.6,42.9,4742,18.2,13149,13142,64837,19.6,78209,38518,886,1934,3507,9240,63505,30422,1.9,0.5,0,0.8,2676,84,4.3,0,0,1,29769,479
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",455735.5,101213,455680,12.7,7.8,62099,556893,1.85,1204,73.8,356800,272236,13162,11302,124.7,29298,0.3,111038,444781,101213,455680,12.7,11302,7.8,45986,78558,304576,34.7,36.2,24133,9.1,116035,59052,455680,12.7,556893,272236,13162,11302,29298,111038,444781,215270,0.9,55.5,112,0.3,9631,522,6.8,0,0,0.3,25330,30819
"Burlington, NC Metro Area",1992997.2,517700,1992996,10,6.7,380536,2510696,2.17,1443,62,483000,1252561,79447,69227,386,314719,2.3,468388,1868252,517700,1992996,10,69227,6.7,44343,83943,1347778,34.3,44.3,146315,12.4,432135,189313,1992996,10,2510696,1252561,79447,69227,314719,468388,1868252,920252,0.8,1.2,376,0.6,22317,540,6.5,0,0,2.3,508749,431875
"Burlington-South Burlington, VT Metro Area",409509.1,94012,409509,14.4,10,42559,503521,2.39,1267,78.8,283300,247309,16521,22206,14.4,80716,0.2,74370,384152,94012,409509,14.4,22206,10,36435,63771,229540,45.4,27.6,16677,8.8,81206,77189,409509,14.4,503521,247309,16521,22206,80716,74370,384152,186699,0.4,0.1,0,3.1,128,709,7.9,0,0,0.2,186031,5880
"California-Lexington Park, MD Metro Area",57273.9,16074,57272,11,6.7,9015,73346,2.54,658,67.2,107800,36196,,3931,11,431,0.1,5576,57052,16074,57272,11,3931,6.7,22543,40522,26421,55.4,67.5,4046,18.5,,,57272,11,73346,36196,,3931,431,5576,57052,27854,,1.9,0,0.2,1062,0,8.3,0,0,0.1,10966,10780
"Canton-Massillon, OH Metro Area",114551.8,28758,114506,12.3,7.4,15273,143264,2.13,716,73.8,120700,74049,1245,8090,5350.3,3439,0.6,13131,113201,28758,114506,12.3,8090,7.4,32016,58614,64733,45.2,44.9,5465,10,19684,23255,114506,12.3,143264,74049,1245,8090,3439,13131,113201,58954,1.9,45.8,5338,0.9,1452,94,8.5,9.2,9.2,0.6,16892,3141
"Cape Coral-Fort Myers, FL Metro Area",543279.1,158394,543243,9.8,6,72685,701637,2.23,1369,71.6,337500,352451,16179,29357,172.8,77103,3,100882,517012,158394,543243,9.8,29357,6,42216,89033,353665,36.5,43.6,39576,13.2,120398,62653,543243,9.8,701637,352451,16179,29357,77103,100882,517012,257179,0.3,36.1,163,0.6,4838,0,7.7,0.1,0.1,3,35087,102910
"Chico, CA Metro Area",204451,37802,204451,20.6,11.8,27389,242253,2.15,1101,75.6,361900,119203,1760,13629,20.6,18854,0.4,33383,195225,37802,204451,20.6,13629,11.8,33908,57230,102127,51.3,32.5,15166,17.8,48444,36242,204451,20.6,242253,119203,1760,13629,18854,33383,195225,94273,0.7,0,0,0.3,3233,1671,8.3,0,0,0.4,34088,55914
"Chillicothe, OH Micro Area",1348287,327514,1348260,10.7,5.3,251111,1675774,2.1,1099,62.7,364000,819130,68192,77883,348.7,238492,1.2,239817,1261040,327514,1348260,10.7,77883,5.3,39771,73788,900953,34.9,53.4,119154,15.8,287608,134982,1348260,10.7,1675774,819130,68192,77883,238492,239817,1261040,607519,0.2,27,338,0.4,7192,1406,8.2,0.1,0.1,1.2,78794,364857
"Cincinnati, OH-KY-IN Metro Area",472055,224644,472055,5,3,61247,696699,2.8,1253,69,459500,354960,18805,11340,5,49870,1.2,112901,446569,224644,472055,5,11340,3,32611,86629,353569,28.7,21.3,15141,4.9,100749,35603,472055,5,696699,354960,18805,11340,49870,112901,446569,224494,1.6,0,0,0.1,565,980,9.1,0,0,1.2,34077,157322
"Claremont-Lebanon, NH-VT Micro Area",132123,37499,132123,11.8,8.6,21917,169622,1.98,890,68.3,253200,83908,2120,6940,11.8,7134,0.2,20858,128454,37499,132123,11.8,6940,8.6,31124,56689,74650,44.7,69.2,13926,21.8,29843,17318,132123,11.8,169622,83908,2120,6940,7134,20858,128454,63179,0.2,0,0,0.5,721,197,8.5,0,0,0.2,10802,52229
"Clarksburg, WV Micro Area",171753,23090,171753,22.1,11.6,15352,194843,2.06,1207,82.7,267900,95225,4325,8519,22.1,19299,0.1,26993,163761,23090,171753,22.1,8519,11.6,35270,59285,73956,57.9,22.2,5111,8.8,32784,40852,171753,22.1,194843,95225,4325,8519,19299,26993,163761,79307,0.6,,,,,,7.8,,,0.1,,
"Clarksville, TN-KY Metro Area",58143.5,16180,58143,11.3,8,8061,74323,1.8,717,73.7,144100,36380,,2606,11.3,865,0.1,9274,57670,16180,58143,11.3,2606,8,30026,57020,37383,37.8,44.3,3552,11.6,12399,10150,58143,11.3,74323,36380,,2606,865,9274,57670,28079,0.2,0.5,0,1,234,0,6.7,0,0,0.1,10537,17558
"Clearlake, CA Micro Area",152180.8,44716,152180,11,6.3,26086,196896,2.3,908,67,221000,97904,2564,6952,11,11374,0.9,21509,146636,44716,152180,11,6952,6.3,36803,68758,98948,37.3,67.8,10701,12.5,33728,19254,152180,11,196896,97904,2564,6952,11374,21509,146636,72678,0.7,0.8,0,0.4,425,0,7.5,0,0,0.9,13793,60166
"Cleveland, TN Metro Area",1108798.4,339613,1108798,8.1,6.3,176858,1448411,2.32,1266,67.8,346400,708762,63891,40112,92.1,182817,0.4,299161,1018469,339613,1108798,8.1,40112,6.3,43276,85303,782267,31.8,21.7,39599,5.8,271323,100532,1108798,8.1,1448411,708762,63891,40112,182817,299161,1018469,489300,0.5,0.4,84,0.4,2490,1057,6,0,0,0.4,327501,191858
"Cleveland-Elyria, OH Metro Area",108940.6,32250,108940,12.5,11.3,16054,141190,2,1002,72.1,249400,73127,1155,3233,12.5,2928,0.1,22777,107494,32250,108940,12.5,3233,11.3,33578,63342,71420,34.7,30.3,5478,8.9,25968,15510,108940,12.5,141190,73127,1155,3233,2928,22777,107494,54665,0.4,0.6,0,1.3,903,0,10.4,0,0,0.1,17961,29772
"Coeur d'Alene, ID Metro Area",334079.3,95286,334056,10.6,6.4,45982,429342,2.33,1031,72,220900,213649,16287,22284,897.6,39220,0.7,47383,320461,95286,334056,10.6,22284,6.4,34490,68658,216634,37.1,39.1,20377,11.2,71438,46892,334056,10.6,429342,213649,16287,22284,39220,47383,320461,157620,0.7,23.3,887,0.8,4358,281,7.5,0.5,0.5,0.7,38007,67286
"College Station-Bryan, TX Metro Area",49227.5,16272,49226,13.1,9,7974,65498,2.56,980,66.7,272700,33152,,4019,13.1,4487,,4849,47100,16272,49226,13.1,4019,9,25789,48810,27564,46.8,62.4,3933,17.3,,,49226,13.1,65498,33152,,4019,4487,4849,47100,23118,,1.5,0,0.8,4686,348,,0,0,,7989,6106
"Colorado Springs, CO Metro Area",142501.2,39640,142499,12.4,8.6,27969,182139,2.38,1105,60.9,334600,89509,1652,6968,59.4,7771,0.4,20874,139512,39640,142499,12.4,6968,8.6,34387,61125,81156,44.7,58.3,12407,18.8,27411,16126,142499,12.4,182139,89509,1652,6968,7771,20874,139512,67852,0.6,2.2,47,0.8,8443,792,7.2,0.1,0.1,0.4,24311,28862
"Columbia, MO Metro Area",392049.8,104949,392048,11,7.5,79531,496997,2.31,1344,60.2,457500,251823,16320,22655,11,66141,1.6,70558,360169,104949,392048,11,22655,7.5,41942,76182,263296,34.5,34.1,17106,7.5,80314,39870,392048,11,496997,251823,16320,22655,66141,70558,360169,182620,0.7,1.8,0,0.5,2179,602,10.2,0,0,1.6,66117,117270
"Columbia, SC Metro Area",49232.4,18225,49230,5.3,4.3,6181,67455,3.83,856,64,326400,33570,,751,5.3,1524,0.2,8978,48046,18225,49230,5.3,751,4.3,24282,59729,35861,30.4,4.3,6078,19.3,,,49230,5.3,67455,33570,,751,1524,8978,48046,23545,5.8,2.4,0,0.1,734,60,16.4,0,0,0.2,6098,7795
"Columbus, GA-AL Metro Area",51595.8,14865,51591,10.9,7.1,8271,66456,2.2,733,68.7,120500,31977,671,2538,40.9,1964,0.2,4863,49807,14865,51591,10.9,2538,7.1,30441,50138,29798,44.4,59.9,4188,16.6,11509,6672,51591,10.9,66456,31977,671,2538,1964,4863,49807,24309,,4.8,30,0.9,1093,0,9.6,0.1,0.1,0.2,8480,12473
"Columbus, IN Metro Area",1035814.1,281714,1035811,10.4,7.7,171926,1317525,2.22,1202,67,299600,638183,36412,48128,82.4,103416,0.9,219962,991250,281714,1035811,10.4,48128,7.7,40687,74151,691453,34.9,42,65674,11,248433,100708,1035811,10.4,1317525,638183,36412,48128,103416,219962,991250,470027,0.7,3.1,72,0.6,4921,459,5.4,0,0,0.9,336538,141331
"Columbus, OH Metro Area",86590,22800,86590,9.5,6.3,14848,109390,2.22,747,64.5,178300,54561,850,3837,9.5,2983,0,11976,85323,22800,86590,9.5,3837,6.3,26173,51237,53330,40.2,40.9,10589,22.5,16695,10282,86590,9.5,109390,54561,850,3837,2983,11976,85323,41039,,,,,,,9.6,,,0,,
"Concord, NH Micro Area",43895,22154,43895,6.2,1.6,5224,66049,3.21,635,73.2,81700,32706,3157,5349,6.2,19184,0,3429,31821,22154,43895,6.2,5349,1.6,15695,33367,24205,47.4,18.9,2025,10.1,,,43895,6.2,66049,32706,3157,5349,19184,3429,31821,15697,,,,,,,12.5,,,0,,
"Cookeville, TN Micro Area",3478025.1,1175080,3478025,8.2,5.4,501573,4653105,3.04,1552,65.2,453000,2332504,146726,260812,77.2,1008045,0.7,465097,3041751,1175080,3478025,8.2,260812,5.4,31532,77018,2188596,39.1,46.8,353892,19,660652,279377,3478025,8.2,4653105,2332504,146726,260812,1008045,465097,3041751,1511444,0.3,0.1,69,1.6,11900,17535,9.8,0,0,0.7,329823,1006023
"Coos Bay, OR Micro Area",251600,63847,251595,12.9,8.6,40547,315442,2.02,863,69.1,220900,154075,5161,12827,60.9,15152,1.1,43774,245146,63847,251595,12.9,12827,8.6,34652,59630,152473,40.7,53.5,15642,11.8,54793,35871,251595,12.9,315442,154075,5161,12827,15152,43774,245146,117238,0.6,5,48,0.2,2661,73,6.7,0,0,1.1,74561,41254
"Corning, NY Micro Area",51268.4,14205,51265,13.8,5.5,9447,65470,2.69,691,65.5,95200,32603,,5524,13.8,2084,0,4707,49933,14205,51265,13.8,5524,5.5,22035,35618,27139,48.8,39,2208,10.5,8388,9562,51265,13.8,65470,32603,,5524,2084,4707,49933,23691,,3.4,0,0.4,691,0,11.4,0,0,0,17691,2806
"Corpus Christi, TX Metro Area",172148.5,55003,172148,9.7,5.5,22683,227151,2.04,1043,75.1,267300,111628,4941,3063,9.7,18080,2.1,36139,166383,55003,172148,9.7,3063,5.5,45276,80434,125067,30,36.6,10684,10,41814,26459,172148,9.7,227151,111628,4941,3063,18080,36139,166383,80098,0.2,0.5,0,0.7,1511,27,10.2,0,0,2.1,13818,59343
"Corvallis, OR Metro Area",865977.8,218999,865974,11.4,5.9,144606,1084973,1.94,970,68.2,171000,531415,23701,41024,1114.4,76149,1.4,159927,840834,218999,865974,11.4,41024,5.9,37666,66516,561148,37.1,46.5,68370,14.4,190740,118698,865974,11.4,1084973,531415,23701,41024,76149,159927,840834,406764,0.6,3.8,1103,0.8,7858,585,7.8,0.2,0.2,1.4,81422,308856
"Crestview-Fort Walton Beach-Destin, FL Metro Area",257105.1,79173,257105,11,6.6,44711,336278,2.31,891,66.6,149800,164554,6157,17452,11,29540,0.5,35207,246097,79173,257105,11,17452,6.6,30650,56746,163472,38.6,39,18835,14.3,51172,38125,257105,11,336278,164554,6157,17452,29540,35207,246097,119142,0.4,0.1,0,0.6,414,244,9.4,0,0,0.5,16290,111167
"Cullman, AL Micro Area",112644.5,30891,112644,12.5,9.4,20638,143535,2.53,786,63.7,151900,69201,1835,8972,12.5,5701,0.2,13910,108904,30891,112644,12.5,8972,9.4,29306,51769,69003,40.6,36.6,7838,13.2,19494,16708,112644,12.5,143535,69201,1835,8972,5701,13910,108904,51140,,0.5,0,0.4,79,0,7.2,0,0,0.2,37043,11584
"Cumberland, MD-WV Metro Area",76417,22354,76417,10.2,5.2,13056,98771,2.72,830,63.1,178900,48781,1446,6852,10.2,5312,0.1,8746,73151,22354,76417,10.2,6852,5.2,29430,60825,45741,41.9,47.1,1659,4.1,12356,10005,76417,10.2,98771,48781,1446,6852,5312,8746,73151,35109,0.3,,,,,,11.8,,,0.1,,
"Dallas-Fort Worth-Arlington, TX Metro Area",90305.3,21675,90303,15.5,14.1,13349,111978,2.36,864,71,252600,55730,419,5139,15.5,3408,0,10340,89700,21675,90303,15.5,5139,14.1,28204,51166,45784,50.6,57.4,7274,19.6,17261,15371,90303,15.5,111978,55730,419,5139,3408,10340,89700,44415,2,2.3,0,0.5,6445,56,14.2,0,0,0,26426,10619
"Dalton, GA Metro Area",64905,19039,64905,9.3,8.3,11007,83944,2.51,769,66.1,155800,42300,1550,5278,9.3,6226,0.1,7990,61154,19039,64905,9.3,5278,8.3,23495,44410,39091,42,22.1,4755,14,11605,9890,64905,9.3,83944,42300,1550,5278,6226,7990,61154,30233,,,,,,,7.4,,,0.1,,
"Danville, IL Metro Area",1868282.2,543146,1868282,9.9,5.9,331854,2411428,2.56,1556,62.3,513600,1187620,113663,83442,9.9,454540,0.9,376277,1716804,543146,1868282,9.9,83442,5.9,40890,84421,1197920,37.8,47.9,150532,14.5,376279,171514,1868282,9.9,2411428,1187620,113663,83442,454540,376277,1716804,831158,0.5,0.2,0,0.7,17073,11098,7.6,0,0,0.9,308089,483525
"Danville, VA Micro Area",148622.1,40970,148621,11.6,6.4,22655,189591,2.21,818,71.7,128600,92438,534,10486,91.6,3954,0,17646,146530,40970,148621,11.6,10486,6.4,28092,50606,85730,44.1,60.3,12761,17.7,29769,27722,148621,11.6,189591,92438,534,10486,3954,17646,146530,70252,0.5,1.1,80,0.6,1482,19,6.4,0.1,0.1,0,11370,58188
"Daphne-Fairhope-Foley, AL Metro Area",152649.5,47758,152648,8.9,5.8,25015,200406,2.11,857,68.4,231700,101224,7833,4482,74.9,12872,1.1,20368,146872,47758,152648,8.9,4482,5.8,32961,65641,113124,28.5,51.7,13539,14.2,32727,21349,152648,8.9,200406,101224,7833,4482,12872,20368,146872,73433,0.2,1.5,66,1.7,2259,54,7.6,0.1,0.1,1.1,23966,39446
"Davenport-Moline-Rock Island, IA-IL Metro Area",143818.2,47408,143818,12,7.9,20402,191226,2.75,1269,70,443200,97482,2582,5736,12,12830,0,25404,137185,47408,143818,12,5736,7.9,32372,61186,83958,44.2,14.9,3609,5.2,28603,19085,143818,12,191226,97482,2582,5736,12830,25404,137185,67946,3,0.2,0,1.2,324,453,11.8,0,0,0,29928,35035
"Dayton, OH Metro Area",93251.1,27023,93251,10.6,7.9,15558,120274,2.25,790,66.8,152200,61993,1870,5351,10.6,3505,0.2,12409,91487,27023,93251,10.6,5351,7.9,28947,54702,55754,41.7,30.4,2751,5.8,16916,14324,93251,10.6,120274,61993,1870,5351,3505,12409,91487,46974,0.8,0.1,0,0.5,986,53,8.9,0,0,0.2,18408,22568
"Decatur, AL Metro Area",2190192.2,616423,2190192,10.7,7.2,329306,2806615,2.1,940,71.2,215700,1367735,41593,101042,10.7,130537,1.2,436901,2139755,616423,2190192,10.7,101042,7.2,39791,70189,1457018,35.3,23.6,88009,7,524180,290625,2190192,10.7,2806615,1367735,41593,101042,130537,436901,2139755,1027878,0.5,0.2,0,0.4,9481,1139,6,0,0,1.2,369999,703373
"Decatur, IL Metro Area",80688,20629,80681,13.1,7.4,10606,101310,2.15,641,74.2,117200,51404,,5589,54.1,862,0.1,7472,80217,20629,80681,13.1,5589,7.4,31734,49265,48118,42.6,42,5896,14.9,14140,16301,80681,13.1,101310,51404,,5589,862,7472,80217,40850,2.1,7,41,0,1520,78,9.8,0.1,0.1,0.1,12934,20379
